COUNTY,YEAR,STRATA,STRATA NAME,AGE GROUP,NUMBER OF ED VISITS,AGE-ADJUSTED ED VISIT RATE,COMMENT
Glenn,2019,Race/ethnicity,White,All ages,46,31.5,
Humboldt,2019,Race/ethnicity,White,All ages,382,41.8,
Imperial,2019,Race/ethnicity,White,All ages,111,70.3,
Inyo,2019,Race/ethnicity,White,All ages,49,68.4,
Kern,2019,Race/ethnicity,White,All ages,"1,062",38.1,
Kings,2019,Race/ethnicity,White,All ages,213,50.9,
Lake,2019,Race/ethnicity,White,All ages,321,84.6,
Lassen,2019,Race/ethnicity,White,All ages,64,33.4,
Los Angeles,2019,Race/ethnicity,White,All ages,"6,323",25.2,
Madera,2019,Race/ethnicity,White,All ages,174,44.5,
Marin,2019,Race/ethnicity,White,All ages,281,17.7,
Mariposa,2019,Race/ethnicity,White,All ages,52,35.1,
Mendocino,2019,Race/ethnicity,White,All ages,288,62.2,
Merced,2019,Race/ethnicity,White,All ages,391,61.5,
Modoc,2019,Race/ethnicity,White,All ages,41,78.3,
Mono,2019,Race/ethnicity,White,All ages,18,26.7,
Monterey,2019,Race/ethnicity,White,All ages,291,24.3,
Napa,2019,Race/ethnicity,White,All ages,209,33.9,
Nevada,2019,Race/ethnicity,White,All ages,176,28.2,
Orange,2019,Race/ethnicity,White,All ages,"2,979",24.9,
Placer,2019,Race/ethnicity,White,All ages,678,27.2,
Plumas,2019,Race/ethnicity,White,All ages,70,55.4,
Riverside,2019,Race/ethnicity,White,All ages,"2,571",34.4,
Sacramento,2019,Race/ethnicity,White,All ages,"2,461",38.4,
San Benito,2019,Race/ethnicity,White,All ages,70,42,
San Bernardino,2019,Race/ethnicity,White,All ages,"2,542",46.6,
San Diego,2019,Race/ethnicity,White,All ages,"2,750",18.8,
San Francisco,2019,Race/ethnicity,White,All ages,595,17.2,
San Joaquin,2019,Race/ethnicity,White,All ages,"1,013",48.9,
San Luis Obispo,2019,Race/ethnicity,White,All ages,450,28.7,
San Mateo,2019,Race/ethnicity,White,All ages,566,18.6,
Santa Barbara,2019,Race/ethnicity,White,All ages,413,23.8,
Santa Clara,2019,Race/ethnicity,White,All ages,"1,060",17.1,
Santa Cruz,2019,Race/ethnicity,White,All ages,411,26.7,
Shasta,2019,Race/ethnicity,White,All ages,486,39.8,
Sierra,2019,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Siskiyou,2019,Race/ethnicity,White,All ages,105,39.3,
Solano,2019,Race/ethnicity,White,All ages,793,51.8,
Sonoma,2019,Race/ethnicity,White,All ages,785,26.3,
Stanislaus,2019,Race/ethnicity,White,All ages,999,49.5,
Sutter,2019,Race/ethnicity,White,All ages,123,30.3,
Tehama,2019,Race/ethnicity,White,All ages,146,41.8,
Trinity,2019,Race/ethnicity,White,All ages,42,47.4,
Tulare,2019,Race/ethnicity,White,All ages,438,40.2,
Tuolumne,2019,Race/ethnicity,White,All ages,158,49.7,
Ventura,2019,Race/ethnicity,White,All ages,"1,001",31.9,
Yolo,2019,Race/ethnicity,White,All ages,265,30.2,
Yuba,2019,Race/ethnicity,White,All ages,176,41.9,
California,2019,Race/ethnicity,Black,All ages,"33,458",153.2,
Alameda,2019,Race/ethnicity,Black,All ages,"2,779",156.8,
Alpine,2019,Race/ethnicity,Black,All ages,0,0,
Amador,2019,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Butte,2019,Race/ethnicity,Black,All ages,83,227.1,
Calaveras,2019,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Colusa,2019,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Contra Costa,2019,Race/ethnicity,Black,All ages,"1,839",180.5,
Del Norte,2019,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
El Dorado,2019,Race/ethnicity,Black,All ages,19,101.1,
Fresno,2019,Race/ethnicity,Black,All ages,982,195.1,
Glenn,2019,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Humboldt,2019,Race/ethnicity,Black,All ages,52,388.9,
Imperial,2019,Race/ethnicity,Black,All ages,25,87,
Inyo,2019,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Kern,2019,Race/ethnicity,Black,All ages,917,181.5,
Kings,2019,Race/ethnicity,Black,All ages,86,112.6,
Lake,2019,Race/ethnicity,Black,All ages,31,390.3,
Lassen,2019,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Los Angeles,2019,Race/ethnicity,Black,All ages,"11,427",153.1,
Madera,2019,Race/ethnicity,Black,All ages,41,132.9,
Marin,2019,Race/ethnicity,Black,All ages,79,116.7,
Mariposa,2019,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2019,Race/ethnicity,Black,All ages,31,442.6,
Merced,2019,Race/ethnicity,Black,All ages,178,204,
Modoc,2019,Race/ethnicity,Black,All ages,0,0,
Mono,2019,Race/ethnicity,Black,All ages,0,0,
Monterey,2019,Race/ethnicity,Black,All ages,74,79.7,
Napa,2019,Race/ethnicity,Black,All ages,27,116.9,
Nevada,2019,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Orange,2019,Race/ethnicity,Black,All ages,490,104.3,
Placer,2019,Race/ethnicity,Black,All ages,47,110.9,
Plumas,2019,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Riverside,2019,Race/ethnicity,Black,All ages,"1,811",124.3,
Sacramento,2019,Race/ethnicity,Black,All ages,"2,961",185.2,
San Benito,2019,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Bernardino,2019,Race/ethnicity,Black,All ages,"2,530",129.5,
San Diego,2019,Race/ethnicity,Black,All ages,"1,398",95.9,
San Francisco,2019,Race/ethnicity,Black,All ages,757,191.6,
San Joaquin,2019,Race/ethnicity,Black,All ages,"1,078",188.2,
San Luis Obispo,2019,Race/ethnicity,Black,All ages,45,90.1,
San Mateo,2019,Race/ethnicity,Black,All ages,93,50,
Santa Barbara,2019,Race/ethnicity,Black,All ages,76,111,
Santa Clara,2019,Race/ethnicity,Black,All ages,412,89.5,
Santa Cruz,2019,Race/ethnicity,Black,All ages,11,,Rate not available due to statistical instability
Shasta,2019,Race/ethnicity,Black,All ages,33,194.9,
Sierra,2019,Race/ethnicity,Black,All ages,0,0,
Siskiyou,2019,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Solano,2019,Race/ethnicity,Black,All ages,"1,036",174.9,
Sonoma,2019,Race/ethnicity,Black,All ages,108,150.9,
Stanislaus,2019,Race/ethnicity,Black,All ages,262,167.3,
Sutter,2019,Race/ethnicity,Black,All ages,18,94.6,
Tehama,2019,Race/ethnicity,Black,All ages,11,,Rate not available due to statistical instability
Trinity,2019,Race/ethnicity,Black,All ages,0,0,
Tulare,2019,Race/ethnicity,Black,All ages,99,183.4,
Tuolumne,2019,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Ventura,2019,Race/ethnicity,Black,All ages,117,96.5,
Yolo,2019,Race/ethnicity,Black,All ages,91,150.5,
Yuba,2019,Race/ethnicity,Black,All ages,42,176.1,
California,2019,Race/ethnicity,Hispanic,All ages,"70,432",42.3,
Alameda,2019,Race/ethnicity,Hispanic,All ages,"1,798",45.4,
Alpine,2019,Race/ethnicity,Hispanic,All ages,0,0,
Amador,2019,Race/ethnicity,Hispanic,All ages,20,42.3,
Butte,2019,Race/ethnicity,Hispanic,All ages,107,24.4,
Calaveras,2019,Race/ethnicity,Hispanic,All ages,22,37.6,
Colusa,2019,Race/ethnicity,Hispanic,All ages,67,44.2,
Contra Costa,2019,Race/ethnicity,Hispanic,All ages,"1,823",58.1,
Del Norte,2019,Race/ethnicity,Hispanic,All ages,20,63.4,
El Dorado,2019,Race/ethnicity,Hispanic,All ages,60,20.1,
Fresno,2019,Race/ethnicity,Hispanic,All ages,"4,003",66,
Glenn,2019,Race/ethnicity,Hispanic,All ages,50,41,
Humboldt,2019,Race/ethnicity,Hispanic,All ages,69,38.2,
Imperial,2019,Race/ethnicity,Hispanic,All ages,"1,042",60,
Inyo,2019,Race/ethnicity,Hispanic,All ages,24,42.8,
Kern,2019,Race/ethnicity,Hispanic,All ages,"2,063",39.1,
Kings,2019,Race/ethnicity,Hispanic,All ages,435,46.2,
Lake,2019,Race/ethnicity,Hispanic,All ages,113,79.4,
Lassen,2019,Race/ethnicity,Hispanic,All ages,13,30.7,
Los Angeles,2019,Race/ethnicity,Hispanic,All ages,"23,985",46.5,
Madera,2019,Race/ethnicity,Hispanic,All ages,533,51.5,
Marin,2019,Race/ethnicity,Hispanic,All ages,131,28.3,
Mariposa,2019,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2019,Race/ethnicity,Hispanic,All ages,120,47.2,
Merced,2019,Race/ethnicity,Hispanic,All ages,"1,015",56.2,
Modoc,2019,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mono,2019,Race/ethnicity,Hispanic,All ages,21,63.7,
Monterey,2019,Race/ethnicity,Hispanic,All ages,"1,130",39.1,
Napa,2019,Race/ethnicity,Hispanic,All ages,213,42.5,
Nevada,2019,Race/ethnicity,Hispanic,All ages,23,23.1,
Orange,2019,Race/ethnicity,Hispanic,All ages,"3,535",29.6,
Placer,2019,Race/ethnicity,Hispanic,All ages,170,30.2,
Plumas,2019,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Riverside,2019,Race/ethnicity,Hispanic,All ages,"4,135",33.7,
Sacramento,2019,Race/ethnicity,Hispanic,All ages,"1,965",51.7,
San Benito,2019,Race/ethnicity,Hispanic,All ages,251,70.4,
San Bernardino,2019,Race/ethnicity,Hispanic,All ages,"4,969",40.4,
San Diego,2019,Race/ethnicity,Hispanic,All ages,"4,066",32.3,
San Francisco,2019,Race/ethnicity,Hispanic,All ages,606,46.8,
San Joaquin,2019,Race/ethnicity,Hispanic,All ages,"1,600",46.8,
San Luis Obispo,2019,Race/ethnicity,Hispanic,All ages,206,30.3,
San Mateo,2019,Race/ethnicity,Hispanic,All ages,793,39.1,
Santa Barbara,2019,Race/ethnicity,Hispanic,All ages,657,28.9,
Santa Clara,2019,Race/ethnicity,Hispanic,All ages,"2,057",37.4,
Santa Cruz,2019,Race/ethnicity,Hispanic,All ages,339,34.4,
Shasta,2019,Race/ethnicity,Hispanic,All ages,49,26.5,
Sierra,2019,Race/ethnicity,Hispanic,All ages,0,0,
Siskiyou,2019,Race/ethnicity,Hispanic,All ages,17,33.4,
Solano,2019,Race/ethnicity,Hispanic,All ages,658,53.5,
Sonoma,2019,Race/ethnicity,Hispanic,All ages,482,33.9,
Stanislaus,2019,Race/ethnicity,Hispanic,All ages,"1,341",47.7,
Sutter,2019,Race/ethnicity,Hispanic,All ages,87,25.9,
Tehama,2019,Race/ethnicity,Hispanic,All ages,82,41.6,
Trinity,2019,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2019,Race/ethnicity,Hispanic,All ages,"1,356",39.4,
Tuolumne,2019,Race/ethnicity,Hispanic,All ages,23,36.3,
Ventura,2019,Race/ethnicity,Hispanic,All ages,"1,121",28.3,
Yolo,2019,Race/ethnicity,Hispanic,All ages,277,35.1,
Yuba,2019,Race/ethnicity,Hispanic,All ages,78,35.6,
California,2019,Race/ethnicity,Asian,All ages,"8,865",17.1,
Alameda,2019,Race/ethnicity,Asian,All ages,859,19.5,
Alpine,2019,Race/ethnicity,Asian,All ages,0,0,
Amador,2019,Race/ethnicity,Asian,All ages,0,0,
Butte,2019,Race/ethnicity,Asian,All ages,14,14.8,
Calaveras,2019,Race/ethnicity,Asian,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Colusa,2019,Race/ethnicity,Asian,All ages,0,0,
Contra Costa,2019,Race/ethnicity,Asian,All ages,376,23,
Del Norte,2019,Race/ethnicity,Asian,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
El Dorado,2019,Race/ethnicity,Asian,All ages,14,23.8,
Fresno,2019,Race/ethnicity,Asian,All ages,221,23.7,
Glenn,2019,Race/ethnicity,Asian,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Humboldt,2019,Race/ethnicity,Asian,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Imperial,2019,Race/ethnicity,Asian,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Inyo,2019,Race/ethnicity,Asian,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Kern,2019,Race/ethnicity,Asian,All ages,79,21.1,
Kings,2019,Race/ethnicity,Asian,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Lake,2019,Race/ethnicity,Asian,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Lassen,2019,Race/ethnicity,Asian,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Los Angeles,2019,Race/ethnicity,Asian,All ages,"2,056",14.9,
Madera,2019,Race/ethnicity,Asian,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Marin,2019,Race/ethnicity,Asian,All ages,18,9.9,
Mariposa,2019,Race/ethnicity,Asian,All ages,0,0,
Mendocino,2019,Race/ethnicity,Asian,All ages,0,0,
Merced,2019,Race/ethnicity,Asian,All ages,40,20.6,
Modoc,2019,Race/ethnicity,Asian,All ages,0,0,
Mono,2019,Race/ethnicity,Asian,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Monterey,2019,Race/ethnicity,Asian,All ages,38,17.9,
Napa,2019,Race/ethnicity,Asian,All ages,26,24.5,
Nevada,2019,Race/ethnicity,Asian,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Orange,2019,Race/ethnicity,Asian,All ages,768,13.2,
Placer,2019,Race/ethnicity,Asian,All ages,57,26.6,
Plumas,2019,Race/ethnicity,Asian,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Riverside,2019,Race/ethnicity,Asian,All ages,211,16.2,
Sacramento,2019,Race/ethnicity,Asian,All ages,753,33.4,
San Benito,2019,Race/ethnicity,Asian,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Bernardino,2019,Race/ethnicity,Asian,All ages,193,13.9,
San Diego,2019,Race/ethnicity,Asian,All ages,621,18,
San Francisco,2019,Race/ethnicity,Asian,All ages,393,16.2,
San Joaquin,2019,Race/ethnicity,Asian,All ages,330,31.1,
San Luis Obispo,2019,Race/ethnicity,Asian,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
San Mateo,2019,Race/ethnicity,Asian,All ages,265,13.2,
Santa Barbara,2019,Race/ethnicity,Asian,All ages,20,10.9,
Santa Clara,2019,Race/ethnicity,Asian,All ages,793,12.1,
Santa Cruz,2019,Race/ethnicity,Asian,All ages,13,12,
Shasta,2019,Race/ethnicity,Asian,All ages,24,55.9,
Sierra,2019,Race/ethnicity,Asian,All ages,0,0,
Siskiyou,2019,Race/ethnicity,Asian,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Solano,2019,Race/ethnicity,Asian,All ages,214,37,
Sonoma,2019,Race/ethnicity,Asian,All ages,34,17.4,
Stanislaus,2019,Race/ethnicity,Asian,All ages,65,22.2,
Sutter,2019,Race/ethnicity,Asian,All ages,21,13.1,
Tehama,2019,Race/ethnicity,Asian,All ages,0,0,
Trinity,2019,Race/ethnicity,Asian,All ages,0,0,
Tulare,2019,Race/ethnicity,Asian,All ages,32,23.4,
Tuolumne,2019,Race/ethnicity,Asian,All ages,0,0,
Ventura,2019,Race/ethnicity,Asian,All ages,39,7.4,
Yolo,2019,Race/ethnicity,Asian,All ages,31,13.1,
Yuba,2019,Race/ethnicity,Asian,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
California,2019,Race/ethnicity,AI/AN,All ages,539,33,
Alameda,2019,Race/ethnicity,AI/AN,All ages,27,50.5,
Alpine,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Amador,2019,Race/ethnicity,AI/AN,All ages,0,0,
Butte,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Calaveras,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Colusa,2019,Race/ethnicity,AI/AN,All ages,0,0,
Contra Costa,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Del Norte,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
El Dorado,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Fresno,2019,Race/ethnicity,AI/AN,All ages,13,20.4,
Glenn,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Humboldt,2019,Race/ethnicity,AI/AN,All ages,37,50.3,
Imperial,2019,Race/ethnicity,AI/AN,All ages,0,0,
Inyo,2019,Race/ethnicity,AI/AN,All ages,17,107.8,
Kern,2019,Race/ethnicity,AI/AN,All ages,12,22.8,
Kings,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Lake,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Lassen,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Los Angeles,2019,Race/ethnicity,AI/AN,All ages,73,33.9,
Madera,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Marin,2019,Race/ethnicity,AI/AN,All ages,0,0,
Mariposa,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2019,Race/ethnicity,AI/AN,All ages,34,107.7,
Merced,2019,Race/ethnicity,AI/AN,All ages,0,0,
Modoc,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Mono,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Monterey,2019,Race/ethnicity,AI/AN,All ages,12,78,
Napa,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Nevada,2019,Race/ethnicity,AI/AN,All ages,0,0,
Orange,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Placer,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Plumas,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Riverside,2019,Race/ethnicity,AI/AN,All ages,38,36,
Sacramento,2019,Race/ethnicity,AI/AN,All ages,23,25.6,
San Benito,2019,Race/ethnicity,AI/AN,All ages,0,0,
San Bernardino,2019,Race/ethnicity,AI/AN,All ages,19,22.9,
San Diego,2019,Race/ethnicity,AI/AN,All ages,36,24.2,
San Francisco,2019,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
